Sample_id,Field_ID,farms,Grid,pH [H2O],Classification ,Zr,Zr Error,Sr,Sr Error,Rb,Rb Error,Th,Th Error,Pb,Pb Error,As,As Error,Zn,Zn Error,Cu,Cu Error,Ni,Ni Error,Fe,Fe Error,Mn,Mn Error,Cr,Cr Error,V,V Error,Ti,Ti Error,Ca,Ca Error,K,K Error,S,S Error,Ba,Ba Error,Cs,Cs Error,Location_x,Location_y,,,,,,,,,,,,,
557,prabon 3c,prabon3,ksb11,7.086,Short_term,306.66,4.22,34.81,1.72,10.5,1.43,2.74,0.76,< LOD,4.79,27.2,3.22,19.48,6.73,< LOD,13.47,< LOD,25.67,17774.04,155.71,125.81,32.56,19.91,10.3,69.25,16.2,3560.4,59.38,3884.18,80.62,1462.96,76.65,< LOD,130.95,< LOD,27.62,< LOD,1.88,660839,732266,,,,,,,,,,,,,
558,sawaba 1a,sawaba1,ksb46,7.733,Long_term,229.56,3.93,27.63,1.68,14.97,1.65,< LOD,1.17,24.8,4.28,< LOD,5,276.38,12.33,21.22,9.97,< LOD,29.01,39508.11,244.4,226.54,40.11,161.85,15.09,101.07,21.14,3767.28,75.22,5425.34,113.61,1562.4,95.87,< LOD,178.68,< LOD,30.47,< LOD,2.06,655822,740232,,,,,,,,,,,,,
559,sawaba 1b,sawaba1,ksb46,7.687,Long_term,239.86,3.92,36.54,1.81,15.66,1.62,1.54,0.76,12.98,3.69,8.46,3.05,99.81,8.64,< LOD,13.88,< LOD,27.6,33062.76,218.39,199.39,37.97,155.15,14.36,91.39,20.14,3617.9,71.71,6995.01,122.77,1754.65,96.11,< LOD,170.28,< LOD,30.61,< LOD,2.06,655825,740235,,,,,,,,,,,,,
560,sawaba 1c,sawaba1,ksb46,7.844,Long_term,268.65,4.25,45,2.01,20.24,1.8,2.04,0.82,15.59,3.92,9.02,3.23,97.08,8.53,17.53,9.93,< LOD,29.33,36292.11,235.62,292.91,41.7,149.34,14.22,99.99,20.61,3983.3,74.09,9176.11,140.01,2443.36,108.32,< LOD,173.84,< LOD,29.97,< LOD,2.03,655833,740231,,,,,,,,,,,,,
561,sawaba 2a,sawaba2,ksb46,8.213,Long_term,202.31,3.71,61.46,2.24,21.54,1.87,5.16,1.53,794.28,16.21,< LOD,17.7,177.95,10.75,< LOD,14.21,< LOD,27.48,19710.73,169.33,196.78,36.45,101.56,11.89,67.69,15.98,2437.95,55.96,24367.73,203.98,3308.99,113.09,317.48,119.8,< LOD,31.94,< LOD,2.12,655889,740235,,,,,,,,,,,,,
562,sawaba 2b,sawaba2,ksb46,7.939,Long_term,187.47,3.49,74.22,2.34,19.88,1.69,1.1,0.72,21.96,3.95,8.13,3.2,196.02,10.56,37.05,9.7,< LOD,26.14,18184.99,159.13,211.61,35.79,112.55,11.9,49.85,15.23,2284.8,53.71,20803.94,186.67,3521.05,113.64,< LOD,160.62,< LOD,31.13,< LOD,2.06,655887,740236,,,,,,,,,,,,,
563,sawaba 2c,sawaba2,ksb46,7.735,Long_term,213.66,3.79,65.96,2.3,21.32,1.82,1.48,0.81,45.48,4.97,9.67,3.94,266.26,12.37,23.74,9.78,< LOD,27.45,29224.65,207.02,339.89,41.79,171.02,14.5,83.22,19.32,3136.71,68.15,14445.57,173.87,2918.09,117.1,< LOD,180.41,< LOD,32.23,< LOD,2.13,655887,740226,,,,,,,,,,,,,
564,sawaba 3a,sawaba3,ksb46,7.628,Long_term,285.95,4.33,25.74,1.64,17.85,1.75,2.47,0.85,28.47,4.43,15.32,3.73,57.17,7.4,22.64,9.77,50.65,19.77,39929.81,246.07,438.8,46.13,193.79,16.71,126.08,24.66,4850.99,88.75,3779.25,102.84,1975.22,109.76,< LOD,189.27,73.53,23.21,< LOD,2.27,655748,740211,,,,,,,,,,,,,
565,sawaba 3b,sawaba3,ksb46,7.764,Long_term,242.34,3.98,24.09,1.59,17.28,1.68,2.13,0.81,16.81,3.9,14.19,3.36,49.16,7.04,24.57,9.77,< LOD,27.87,39216.52,241.37,353.04,43.16,199.43,15.9,109.02,22.09,3890.41,78.25,4340.22,104.75,1868.76,103.17,< LOD,184.59,< LOD,30.86,< LOD,2.08,655749,740208,,,,,,,,,,,,,
566,sawaba 3c,sawaba3,ksb46,7.859,Long_term,238.59,3.97,40.8,1.91,16.93,1.7,1.96,0.89,98.22,6.46,12.04,5.04,167.5,10.02,20.8,9.62,< LOD,27.95,32932.89,220.88,373.88,42.82,140.05,14.43,92.57,20.12,3642.36,71.96,10764.67,153.28,2465.75,111.25,< LOD,173.16,< LOD,32.28,< LOD,2.13,655749,740212,,,,,,,,,,,,,
567,sawaba 4a,sawaba4,ksb46,7.169,Long_term,237.65,3.95,18.66,1.46,30.08,2.03,1.76,0.82,34.04,4.57,5.7,3.58,44.8,6.79,< LOD,14.06,< LOD,28.41,41026.41,247.01,< LOD,52.88,136.37,15.25,112.11,21.47,3639,75.45,2550.09,86.46,3618.99,131.79,210.03,127.24,< LOD,32.61,< LOD,2.18,656060,740347,,,,,,,,,,,,,
568,sawaba 4b,sawaba4,ksb46,7.781,Long_term,222.65,3.67,29.91,1.63,40.56,2.14,2.01,0.76,20.35,3.83,< LOD,4.52,100.17,8.21,< LOD,12.91,< LOD,25.31,16504.82,150.23,51.33,30.7,49.83,10.75,58.18,14.71,2435.32,51.78,4055.78,85.51,5033.38,123.27,< LOD,127.04,< LOD,30.02,< LOD,2,656054,740354,,,,,,,,,,,,,
569,sawaba 4c,sawaba4,ksb46,7.809,Long_term,202.41,3.56,52.23,2.01,30.28,1.95,1.86,0.83,83.45,5.81,< LOD,6.65,394.03,13.39,160.36,12.33,< LOD,25.9,21149.23,170.3,279.79,37.86,69.24,12.21,84.44,18,3118.13,63.34,7744.03,122.29,4914.73,132.54,256.51,112.55,< LOD,31.65,< LOD,2.06,656077,740366,,,,,,,,,,,,,
570,sepe 1a,sepe1,ksb54,6.341,Long_term,239.13,3.87,21.83,1.51,11.63,1.48,1.78,0.75,8.86,3.47,7.55,2.87,48.24,7.31,< LOD,13.6,< LOD,26.84,27352.8,197.32,80.95,33.31,65.55,12.21,88.49,17.95,3323.92,63.88,2375.84,71.44,1222.52,79.26,< LOD,146.55,< LOD,29.01,< LOD,1.97,656734,742370,,,,,,,,,,,,,
571,sepe 1b,sepe1,ksb54,7.329,Long_term,170.44,3.36,115.98,2.81,25.79,1.84,1.58,0.74,29.06,4.15,< LOD,4.85,283.04,11.97,17.2,9.04,< LOD,25.26,14487.88,140.5,128.95,32.35,22.42,10.15,44.51,14.54,2420.14,52.09,22041.5,184.13,4039.62,114.95,< LOD,153.1,< LOD,29.54,< LOD,1.96,656723,742362,,,,,,,,,,,,,
572,sepe 1c,sepe1,ksb54,7.48,Long_term,221.26,3.75,75.85,2.37,20.09,1.71,1.78,0.76,21.88,3.95,6.75,3.17,528.97,15.35,16.19,9.18,< LOD,25.77,24079.21,183.02,220.41,36.27,48.92,11.97,79.6,18.44,3599.43,66.69,16732.55,175.89,3472.65,118.06,267.43,119.86,< LOD,28.64,< LOD,1.94,656735,742388,,,,,,,,,,,,,
573,sepe 2a,sepe2,ksb54,7.014,Long_term,174.26,3.51,33.67,1.8,15.85,1.67,1.78,0.8,10.68,3.68,5.65,2.97,60.7,7.63,< LOD,14.08,< LOD,28.72,43051.78,255.41,< LOD,53.39,129.94,14.68,100.81,19.53,2732.25,66.56,4691.68,107.09,1906.99,101.96,< LOD,180.7,< LOD,31.08,< LOD,2.09,656641,742479,,,,,,,,,,,,,
574,sepe 2b,sepe2,ksb54,6.7,Long_term,253.31,4.11,24.81,1.61,20.57,1.8,3.34,0.86,8.22,3.56,9.58,3.01,51.1,6.91,< LOD,13.96,< LOD,28.53,43605.5,256.68,93.57,37.24,91.91,14.8,121.69,23.82,4697.6,85.64,2616.35,86.62,2326.91,112.44,< LOD,183.24,< LOD,30.61,< LOD,2.07,656659,742486,,,,,,,,,,,,,
575,sepe 2c,sepe2,ksb54,5.559,Long_term,293.34,4.12,17.97,1.38,15.22,1.56,2.36,0.74,< LOD,4.78,6.29,2.63,37.21,6.97,< LOD,13.09,< LOD,25.95,21067.69,169.08,169.49,34.4,46.76,11.44,84.2,18.68,4292.82,68.64,1659.33,59.49,1533.56,81.63,< LOD,138.67,< LOD,29.47,< LOD,1.99,656641,742498,,,,,,,,,,,,,
576,sepe 3a,sepe3,ksb54,6.303,Long_term,243.59,3.92,21.78,1.5,21.22,1.77,3.48,0.84,11.7,3.59,< LOD,4.27,29.14,5.85,< LOD,13.44,< LOD,27.06,35101.31,223.92,68.54,34.51,91.24,14.26,95.17,22.71,4695.8,82.95,1393.63,66.33,2336.77,108.85,< LOD,166.43,< LOD,31.34,< LOD,2.09,656715,742623,,,,,,,,,,,,,
577,sepe 3b,sepe3,ksb54,5.607,Long_term,206.08,3.81,20.12,1.53,17.4,1.77,3.69,0.91,17.73,4.06,< LOD,4.72,62.09,7.38,19.55,9.77,49.32,20.23,55505.9,293.39,160.48,41.66,167.04,18.93,179,29.38,5396.13,103.63,1430.92,80.27,2372.3,129.54,< LOD,208.82,77.39,23.26,3.52,1.52,656712,742605,,,,,,,,,,,,,
578,sepe 3c,sepe3,ksb54,5.189,Long_term,230.93,3.83,22.26,1.51,23.73,1.81,3.38,0.84,12.76,3.64,5.17,2.91,52.07,6.69,< LOD,13.14,< LOD,27.04,39462.41,237.59,< LOD,50.96,118.16,15.29,142.29,23.68,4673.97,84.37,1147.43,64.8,2625.52,117.17,< LOD,178.91,< LOD,30.02,< LOD,2.03,656730,742589,,,,,,,,,,,,,
579,sepe 4a,sepe4,ksb51,4.698,Long_term,248.93,3.72,17.99,1.35,32.69,1.91,2.04,0.7,< LOD,4.59,8.19,2.59,18.89,6.37,< LOD,11.93,< LOD,24.32,9281.3,110.11,< LOD,39.97,< LOD,13.35,53.51,13.8,2999.21,50.25,412.58,34.59,3363.53,92.95,< LOD,106.53,< LOD,27.8,< LOD,1.88,657642,741386,,,,,,,,,,,,,
580,sepe 4b,sepe4,ksb51,4.766,Long_term,244.77,3.85,18.35,1.42,37.06,2.09,2.07,0.74,< LOD,4.8,7.03,2.67,19.43,6.99,< LOD,13.62,< LOD,26.09,12223.39,131.18,< LOD,41.65,< LOD,13.36,48.21,13.58,2798.26,49.2,401.97,34.68,3494.88,94.42,< LOD,103.42,< LOD,27.45,< LOD,1.87,657638,741378,,,,,,,,,,,,,
581,sepe 4c,sepe4,ksb51,5.506,Long_term,224.28,3.58,16.77,1.33,31.22,1.9,1.75,0.69,< LOD,4.49,6.34,2.49,18.08,6.85,< LOD,12.64,< LOD,23.94,7387.11,99.41,< LOD,41.79,< LOD,12.03,51.04,12.01,2509.84,43.04,714.66,36.47,3443.62,86.7,< LOD,94.25,< LOD,28.15,< LOD,1.9,657628,741360,,,,,,,,,,,,,
582,sepe 5a,sepe5,ksb51,6.931,Long_term,211.07,3.66,46,1.94,93.41,3.06,2.7,0.81,10.89,3.55,17.04,3.18,43.8,7.38,< LOD,13.24,< LOD,25.69,13129.58,136.41,116.9,32.09,< LOD,13.96,59.3,14.23,2462.68,49.9,3555.13,79.05,9659.12,154.27,184.04,88.99,< LOD,27.77,< LOD,1.88,657581,741524,,,,,,,,,,,,,
583,sepe 5b,sepe5,ksb51,6.61,Long_term,204.24,3.53,21.03,1.45,30.41,1.96,3.04,0.79,9.74,3.44,5.91,2.78,27.65,6.6,< LOD,12.79,< LOD,25.62,22606.65,175.31,64.69,31.77,44.94,11.91,81.62,18.65,3730.55,67.34,2029.83,68.69,3129.51,109.38,< LOD,142.09,< LOD,30.5,< LOD,2.03,657638,741538,,,,,,,,,,,,,
584,sepe 5c,sepe5,ksb51,6.523,Long_term,196.5,3.44,34.08,1.69,81.24,2.82,2.52,0.77,11.19,3.48,11.42,2.95,33.97,7.12,< LOD,12.89,< LOD,24.92,11568.58,124.71,81.51,30.08,< LOD,13.68,45.04,13.48,2479.26,48.06,1905.56,61.38,9037.47,145.5,< LOD,114.97,< LOD,29.18,< LOD,1.94,657611,741491,,,,,,,,,,,,,
585,sepe 6a,sepe6,ksb51,5.28,Long_term,269.35,4,14.48,1.34,21.96,1.77,2.7,0.76,< LOD,4.97,9.49,2.8,20.05,7.86,< LOD,13.16,< LOD,25.69,11349.26,126.31,137.56,32.38,13.35,8.69,65.84,13.29,2861.49,47.74,419.04,31.42,1905.04,72.48,< LOD,95.64,< LOD,28.31,< LOD,1.92,657732,741852,,,,,,,,,,,,,
586,sepe 6b,sepe6,ksb51,6.335,Long_term,217.83,3.63,20.03,1.44,25.72,1.86,2.61,0.75,< LOD,4.88,10.61,2.78,37.11,8.37,< LOD,13.43,< LOD,25.15,11115.42,124.26,91.79,30.98,16.21,8.94,52.56,13.21,2659.7,47.58,1353.37,47.25,2231.58,79.09,< LOD,102.35,< LOD,27.94,< LOD,1.9,657778,741891,,,,,,,,,,,,,
587,sepe 6c,sepe6,ksb51,6.24,Long_term,202.77,3.45,20.15,1.41,33.56,1.97,2.11,0.72,< LOD,4.8,7.09,2.64,26.34,7.36,< LOD,12.5,< LOD,24.84,10473.8,118.36,67.33,29.53,< LOD,13.36,48.05,12.75,2397.36,45.56,1239.5,46.91,3259.5,91.69,< LOD,108.32,< LOD,28,< LOD,1.9,657757,741828,,,,,,,,,,,,,
588,sewia 1a,sewia1,ksb17,5.945,Short_term,202.38,3.34,10.81,1.17,20.75,1.64,1.81,0.67,< LOD,4.27,5,2.33,14.58,7.1,< LOD,12.14,< LOD,23.55,4452.1,76.53,< LOD,37.7,< LOD,11.47,50.15,11.3,2377.98,40.47,741.03,34.81,2759.33,77.11,< LOD,88.26,< LOD,28.51,< LOD,1.92,659094,734466,,,,,,,,,,,,,
589,sewia 1b,sewia1,ksb17,7.396,Short_term,109.45,2.6,6.01,1.06,7.84,1.3,< LOD,0.88,< LOD,3.77,5.77,2.13,45.14,8.41,< LOD,12.22,< LOD,24.09,3915.09,72.61,< LOD,37,< LOD,10.9,32.77,8.19,709.45,25.5,778,32.32,1206.61,55.57,< LOD,76.53,< LOD,28.74,< LOD,1.94,659107,734491,,,,,,,,,,,,,
590,sewia 1c,sewia1,ksb17,6.859,Short_term,177.36,3.25,8.67,1.14,24.05,1.74,1.29,0.67,< LOD,4.21,5.87,2.35,15.4,6.74,< LOD,12.58,< LOD,24.73,9513.54,112.99,< LOD,37.97,< LOD,12.49,39.81,10.8,1682.88,37.38,1220.02,43.43,2328.66,76.61,< LOD,93.92,< LOD,28.43,< LOD,1.93,659100,734484,,,,,,,,,,,,,
591,sewia 2a,sewia2,ksb17,7.817,Short_term,180.54,3.23,13.87,1.26,22.92,1.69,1.32,0.66,< LOD,4.58,8.27,2.58,16.08,7.02,< LOD,12.26,< LOD,23.97,6062.39,89.66,< LOD,38.79,< LOD,11.72,32.25,10.45,1740.71,36.68,3365.74,62.81,2418.15,74.68,< LOD,94.82,< LOD,29.25,< LOD,1.97,659051,734471,,,,,,,,,,,,,
592,sewia 2b,sewia2,ksb17,7.929,Short_term,179.8,3.27,15.72,1.32,35.71,2.02,2.25,0.73,5.53,3.21,5.04,2.59,25.11,7.15,< LOD,12.62,< LOD,25.04,12061.61,126.43,92.04,30.68,< LOD,14.18,47.32,13.18,2160.94,46.35,2055.87,60.29,3496.24,100.1,< LOD,109.93,< LOD,30.4,< LOD,2.01,659052,734480,,,,,,,,,,,,,
593,sewia 2c,sewia2,ksb17,6.986,Short_term,206.66,3.43,9.8,1.16,31.27,1.89,1.55,0.68,< LOD,4.64,4.08,2.48,21.14,7.02,< LOD,12.02,< LOD,23.77,8041.25,103.18,< LOD,41.01,< LOD,12.4,45.39,11.47,1922.7,40.02,955.62,40.64,2830.87,83.15,< LOD,99.26,< LOD,29.3,< LOD,1.96,659045,734476,,,,,,,,,,,,,
594,sewia 3a,sewia3,ksb17,7.191,Short_term,188.48,3.27,13.14,1.24,13.01,1.44,1.25,0.64,< LOD,4.19,9.88,2.45,21.59,7.17,< LOD,11.91,< LOD,23.8,7310.29,97.57,< LOD,38.87,< LOD,12.45,44.4,11.46,1978.08,40.39,1578.03,47.73,1324.5,64.07,< LOD,98.03,< LOD,29.32,< LOD,1.96,659125,734536,,,,,,,,,,,,,
595,sewia 3b,sewia3,ksb17,7.058,Short_term,195.3,3.37,12.82,1.25,13.01,1.47,1.07,0.65,< LOD,4.36,8.91,2.49,18.14,8.33,< LOD,12.89,< LOD,24.84,7302.47,99.01,< LOD,37.47,< LOD,12.39,45.23,11.11,1824.39,38.58,1419.43,44.37,1488.07,64.29,< LOD,92.33,< LOD,28.13,< LOD,1.9,659132,734537,,,,,,,,,,,,,
596,sewia 3c,sewia3,ksb17,7.607,Short_term,204.86,3.46,16.76,1.34,24.97,1.76,< LOD,0.96,< LOD,4.42,7.94,2.52,30.94,7.37,< LOD,12.62,< LOD,24.39,8535.5,107.21,< LOD,39.26,< LOD,12.22,40.47,11.37,1987,40.17,2844.48,61.4,2766.39,82.24,< LOD,99.2,< LOD,28.28,< LOD,1.91,659141,734538,,,,,,,,,,,,,
597,sewia 4a,sewia4,ksb8,6.01,Short_term,243.81,3.81,17.75,1.38,8.8,1.38,1.57,0.7,4.88,3.23,20.9,3.08,19.93,7.12,< LOD,13.12,< LOD,25.52,13746.08,137.76,139.33,32.57,19.3,9.48,54.7,13.73,2642.09,49.29,1231.12,45.93,820.43,59.89,< LOD,106.83,< LOD,27.59,< LOD,1.89,661835,730348,,,,,,,,,,,,,
598,sewia 4b,sewia4,ksb8,8.304,Short_term,253.45,4.3,148.89,3.41,13.94,1.69,2.17,0.8,7.24,3.62,20.68,3.39,27.44,7.56,< LOD,15.1,< LOD,29.54,19745.31,176.94,328.74,40.76,20.85,10.02,64.04,15.37,2933.61,55.55,22577.45,185.07,1323.32,79.3,< LOD,149.99,< LOD,28.75,< LOD,1.97,661857,730338,,,,,,,,,,,,,
599,sewia 4c,sewia4,ksb8,6.227,Short_term,248.02,3.78,20.56,1.43,10,1.4,1.94,0.7,< LOD,4.58,22.1,3,18.12,6.86,< LOD,12.78,< LOD,25.22,11497.88,124.35,75.48,29.78,< LOD,13.58,59.07,13.37,2618.55,47.69,1931.28,53.34,896.31,59.36,< LOD,110.81,< LOD,27.76,< LOD,1.89,661809,730336,,,,,,,,,,,,,
600,sewia 5a,sewia5,ksb8,6.46,Short_term,230.4,3.57,20.77,1.39,8.94,1.31,2.14,0.69,< LOD,4.4,20.72,2.86,25.82,6.61,< LOD,12.05,< LOD,24.08,8824.75,106.84,85.65,29.35,< LOD,13.43,50.56,12.76,2444.17,45.62,2462.7,58.93,817.69,58.21,115.35,75.05,< LOD,28.53,< LOD,1.91,661790,730306,,,,,,,,,,,,,
601,sewia 5b,sewia5,ksb8,5.793,Short_term,218,3.51,14.87,1.28,7.14,1.29,2.02,0.68,< LOD,4.29,18.23,2.75,19.94,7.2,< LOD,12.4,< LOD,24.13,7843.76,101.64,77.98,29.12,< LOD,12.33,38.65,11.27,2051.59,40.1,1082.43,39.41,723.15,52.58,< LOD,98.22,< LOD,28.26,< LOD,1.92,661801,730314,,,,,,,,,,,,,
602,sewia 5c,sewia5,ksb8,6.716,Short_term,262.96,3.82,26.38,1.51,11.83,1.42,2.7,0.72,5.29,3.07,27.88,3.14,18.62,6.07,< LOD,12.35,< LOD,24.14,10645.11,117.87,167.21,31.84,< LOD,13.49,44.43,12.96,2517.15,46.73,2863.28,63.68,1036.52,62.69,125.86,76.92,< LOD,27.85,< LOD,1.89,661807,730309,,,,,,,,,,,,,
603,sewia 6a,sewia6,ksb8,5.69,Short_term,180.95,3.22,15.17,1.27,7.65,1.29,2.03,0.68,< LOD,4.13,17.54,2.68,14.57,6.58,< LOD,12.2,< LOD,23.75,7374.83,98.16,< LOD,40.72,< LOD,12.37,39.42,10.97,1798.47,38.24,1184.4,40.59,814.13,53.74,125.74,67.86,< LOD,27.1,< LOD,1.85,661698,730266,,,,,,,,,,,,,
604,sewia 6b,sewia6,ksb8,5.189,Short_term,231.86,3.58,16.8,1.31,11.64,1.4,2.47,0.71,6.62,3.15,20.6,2.98,25.38,6.51,< LOD,11.94,< LOD,23.54,8431.38,104.34,101.44,29.73,< LOD,13.37,49.53,12.55,2251.58,44.35,1147.56,42.77,1050.9,61.32,< LOD,104.87,< LOD,28.92,< LOD,1.94,661719,730257,,,,,,,,,,,,,
605,sewia 6c,sewia6,ksb8,5.225,Short_term,273.18,3.87,22.32,1.44,13.75,1.49,2.98,0.73,4.65,3.1,27.4,3.13,24.71,6.88,< LOD,12.57,< LOD,24.21,10220.96,115.11,76.03,29.22,< LOD,13.58,53.42,13.29,2650.79,47.83,1797.8,52.67,1431.65,68.99,168.51,78.94,< LOD,27.76,< LOD,1.88,661703,730253,,,,,,,,,,,,,
606,sokoban 1a,sokoban1,ksb9,8.6,Short_term,217.89,4.17,299.37,4.69,30.53,2.13,< LOD,1.17,8.76,3.69,34.98,3.8,60.78,8.09,< LOD,14.94,< LOD,29.85,35939.2,235.77,308.96,42.42,97.57,13.94,111.97,22.07,3658.84,77.38,34047.64,268.91,4945.5,150.62,< LOD,208.35,< LOD,33.28,< LOD,2.15,653752,731813,,,,,,,,,,,,,
607,sokoban 1b,sokoban1,ksb9,6.794,Short_term,233.64,3.88,24.33,1.58,27.81,1.95,< LOD,1.1,5.03,3.33,14.43,3,33.5,6.82,< LOD,13.89,< LOD,27.45,35263.23,226.79,200.93,38.29,88.3,14,114.07,21.73,3863.1,76.53,1237.85,64.89,3795.18,129.7,< LOD,168.31,< LOD,31.5,< LOD,2.09,653773,731802,,,,,,,,,,,,,
608,sokoban 1c,sokoban1,ksb9,5.916,Short_term,287.32,4.26,27.63,1.64,28.77,1.96,2.27,0.79,5.83,3.36,18.28,3.13,40.74,6.83,16.99,9.47,< LOD,27.29,32625.92,218.21,281.25,39.99,80.87,13.44,105.61,22,4495.09,79.31,1362.72,64.95,3789.6,126.25,< LOD,163.15,< LOD,30.44,< LOD,2.04,653772,731829,,,,,,,,,,,,,
609,sokoban 2a,sokoban2,ksb9,5.664,Short_term,271.32,3.91,17.13,1.35,13.39,1.49,1.4,0.68,5.19,3.19,8.93,2.7,33.56,7.46,< LOD,12.62,< LOD,24.73,11572.62,124.24,136.87,31.71,26.23,9.52,81.06,15.5,3573.76,56.09,745.62,38.97,1695.1,73.55,< LOD,110.64,< LOD,29.26,< LOD,1.96,653802,731865,,,,,,,,,,,,,
610,sokoban 2b,sokoban2,ksb9,5.883,Short_term,297.25,4.12,31.53,1.65,27.36,1.85,1.4,0.7,5.9,3.22,12.71,2.84,44.99,7.09,< LOD,12.91,< LOD,25.55,15089.01,142.62,361.18,38.33,32.2,10.56,81.65,17.96,4217.69,65.73,1515.57,56.68,3492.4,105.15,< LOD,134.1,< LOD,30.41,< LOD,1.99,653824,731868,,,,,,,,,,,,,
611,sokoban 2c,sokoban2,ksb9,7.742,Short_term,323.46,4.57,88.6,2.62,48.78,2.44,1.44,0.77,9.3,3.58,23.43,3.41,57.85,7.97,< LOD,14.34,< LOD,27.7,22740.89,184.04,586.4,46.12,38.52,11.08,84.47,18.93,4186.29,68.95,7709.09,117.67,5520.16,133.87,155.85,102.08,< LOD,29.84,< LOD,1.98,653816,731841,,,,,,,,,,,,,
612,sokoban 3a,sokoban3,ksb9,7.965,Short_term,278.78,4.1,40.52,1.85,22.17,1.77,1.47,0.72,< LOD,4.87,10.48,2.8,74.21,8.34,< LOD,13.38,< LOD,26.46,19271.05,164.22,270.4,37.54,65.35,11.4,81.69,18.24,4055.42,66.64,4229.91,88.19,3019.88,103.29,< LOD,136.94,< LOD,30.96,< LOD,2.05,653764,731913,,,,,,,,,,,,,
613,sokoban 3b,sokoban3,ksb9,6.166,Short_term,251.68,3.93,20.3,1.47,16.02,1.6,1.13,0.71,< LOD,4.81,13.04,2.86,56.28,7.92,< LOD,13.52,< LOD,26.82,22656.96,178.89,252.82,37.82,87.72,11.97,91.6,18.13,3604.04,64.82,1109.38,52.42,2127.28,91.64,< LOD,134.44,< LOD,31.31,< LOD,2.07,653763,731930,,,,,,,,,,,,,
614,sokoban 3c,sokoban3,ksb9,5.969,Short_term,282.3,4.12,28.93,1.64,19.57,1.7,1.31,0.71,< LOD,4.86,20.02,3.08,56.03,7.93,< LOD,13.51,< LOD,25.8,20474.46,169.4,373.99,39.8,43.79,10.91,92.68,18.41,4254.25,67.06,1471.74,55.96,2350.55,91.84,< LOD,130.98,< LOD,29.78,< LOD,2,653767,731936,,,,,,,,,,,,,
615,sokoban 4a,sokoban4,ksb5,5.282,Short_term,302.23,4.35,28.52,1.66,22.03,1.79,2.97,0.83,13.53,3.7,20.07,3.38,31.75,6.17,13.87,9.13,< LOD,27.31,36984.22,231.8,391.82,43.16,57.5,14.42,116.23,24.9,5275.61,90.66,2102.9,80.86,3339.15,129.3,< LOD,192.77,< LOD,31.81,< LOD,2.1,653612,730105,,,,,,,,,,,,,
616,sokoban 4b,sokoban4,ksb5,5.517,Short_term,203.16,3.63,21.65,1.51,14.94,1.6,1.58,0.74,6,3.41,18.41,3.14,26.39,7.39,< LOD,13.65,< LOD,26.83,25647.18,192.44,265.45,38.33,46.58,11.55,80.83,16.56,2658.17,57.54,1395.62,56.96,1674.98,85.46,< LOD,137.28,< LOD,28.84,< LOD,1.96,653626,730078,,,,,,,,,,,,,
617,sokoban 4c,sokoban4,ksb5,6.348,Short_term,193.09,3.47,27.55,1.59,16.72,1.62,1.68,0.72,< LOD,4.6,19.32,2.94,28.51,7.28,< LOD,13.4,< LOD,26.11,24196.78,182.52,261.17,37.2,35.79,11.47,76.28,16.61,2728.66,58.05,2362.6,70.01,1774.69,87.42,203.34,101.39,< LOD,29.84,< LOD,2.01,653614,730055,,,,,,,,,,,,,
618,sokoban 5a,sokoban5,ksb5,7.54,Short_term,222.76,3.82,54.67,2.11,29.48,1.98,2.41,0.81,13.99,3.73,17.79,3.34,29.85,6.67,< LOD,13.72,< LOD,27.55,31645.92,214.16,187.92,37.21,50.49,12.68,87.89,19.16,3282.52,67.6,4853.26,103.44,3218.99,116.86,< LOD,167.2,< LOD,30.11,< LOD,2.03,653682,730068,,,,,,,,,,,,,
619,sokoban 5b,sokoban5,ksb5,5.88,Short_term,212.18,3.71,37.82,1.83,30.25,2,2.09,0.78,7.83,3.47,27.83,3.43,27.25,6.76,< LOD,13.71,< LOD,26.78,28423.05,202.5,325.57,39.92,36.79,11.92,67.01,17.53,3003.58,62.31,2595.23,76.06,2683.7,104.71,< LOD,155.66,< LOD,29.04,< LOD,1.97,653690,730079,,,,,,,,,,,,,
620,sokoban 5c,sokoban5,ksb5,5.937,Short_term,171.61,3.29,25.1,1.54,25.73,1.83,1.96,0.74,< LOD,4.82,20.54,3.06,24.04,6.85,< LOD,13.22,< LOD,25.87,21809.91,173.02,159.17,34.07,20.31,10.87,63.23,15.38,2375.24,53.45,1859.33,62.56,2472.39,95.52,< LOD,135.54,< LOD,28.66,< LOD,1.94,653690,730069,,,,,,,,,,,,,
621,sokoban 6a,sokoban6,ksb5,4.908,Short_term,261,3.84,11.96,1.22,15.75,1.54,1.9,0.7,< LOD,4.57,8.63,2.61,19.16,6.42,< LOD,12.27,< LOD,24.13,12970.62,131.25,51.15,29.26,< LOD,14.44,48.34,13.38,2316.95,47.58,790.83,41.15,1587.15,74.78,< LOD,111.76,< LOD,28,< LOD,1.9,653675,729970,,,,,,,,,,,,,
622,sokoban 6b,sokoban6,ksb5,5.241,Short_term,255.21,3.81,16.88,1.34,16.84,1.57,2.43,0.73,< LOD,4.58,16.61,2.84,16.34,6.15,< LOD,12.45,< LOD,24.24,15365.28,142.78,170.25,32.95,16.95,9.98,51.85,14.43,2652.38,51.59,1344.02,50.62,1888.77,80.53,< LOD,121.75,< LOD,27.75,< LOD,1.9,653671,729956,,,,,,,,,,,,,
